Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Masculin, Neamt, Anul 2016, Numar persoane, 277
Masculin, Neamt, Anul 2017, Numar persoane, 265
Masculin, Neamt, Anul 2018, Numar persoane, 300
Masculin, Neamt, Anul 2019, Numar persoane, 334
Masculin, Neamt, Anul 2020, Numar persoane, 248
Masculin, Neamt, Anul 2021, Numar persoane, 395
Masculin, Neamt, Anul 2022, Numar persoane, 606
Masculin, Suceava, Anul 1991, Numar persoane, 404
Masculin, Suceava, Anul 1992, Numar persoane, 174
Masculin, Suceava, Anul 1993, Numar persoane, 75
Masculin, Suceava, Anul 1994, Numar persoane, 98
Masculin, Suceava, Anul 1995, Numar persoane, 146
Masculin, Suceava, Anul 1996, Numar persoane, 171
Masculin, Suceava, Anul 1997, Numar persoane, 153
Masculin, Suceava, Anul 1998, Numar persoane, 161
Masculin, Suceava, Anul 1999, Numar persoane, 131
Masculin, Suceava, Anul 2000, Numar persoane, 245
Masculin, Suceava, Anul 2001, Numar persoane, 290
Masculin, Suceava, Anul 2002, Numar persoane, 219
Masculin, Suceava, Anul 2003, Numar persoane, 175
Masculin, Suceava, Anul 2004, Numar persoane, 215
Masculin, Suceava, Anul 2005, Numar persoane, 105
Masculin, Suceava, Anul 2006, Numar persoane, 155
Masculin, Suceava, Anul 2007, Numar persoane, 87
Masculin, Suceava, Anul 2008, Numar persoane, 92
Masculin, Suceava, Anul 2009, Numar persoane, 86
Masculin, Suceava, Anul 2010, Numar persoane, 88
Masculin, Suceava, Anul 2011, Numar persoane, 562
Masculin, Suceava, Anul 2012, Numar persoane, 609
Masculin, Suceava, Anul 2013, Numar persoane, 368
Masculin, Suceava, Anul 2014, Numar persoane, 108
Masculin, Suceava, Anul 2015, Numar persoane, 169
Masculin, Suceava, Anul 2016, Numar persoane, 233
Masculin, Suceava, Anul 2017, Numar persoane, 233
Masculin, Suceava, Anul 2018, Numar persoane, 298
Masculin, Suceava, Anul 2019, Numar persoane, 311
Masculin, Suceava, Anul 2020, Numar persoane, 263
Masculin, Suceava, Anul 2021, Numar persoane, 476
Masculin, Suceava, Anul 2022, Numar persoane, 626
Masculin, Vaslui, Anul 1991, Numar persoane, 87
Masculin, Vaslui, Anul 1992, Numar persoane, 36
Masculin, Vaslui, Anul 1993, Numar persoane, 11
Masculin, Vaslui, Anul 1994, Numar persoane, 23
Masculin, Vaslui, Anul 1995, Numar persoane, 44
Masculin, Vaslui, Anul 1996, Numar persoane, 52
Masculin, Vaslui, Anul 1997, Numar persoane, 48
Masculin, Vaslui, Anul 1998, Numar persoane, 45
Masculin, Vaslui, Anul 1999, Numar persoane, 44
Masculin, Vaslui, Anul 2000, Numar persoane, 62
Masculin, Vaslui, Anul 2001, Numar persoane, 26
Masculin, Vaslui, Anul 2002, Numar persoane, 15
Masculin, Vaslui, Anul 2003, Numar persoane, 29
Masculin, Vaslui, Anul 2004, Numar persoane, 49
Masculin, Vaslui, Anul 2005, Numar persoane, 34
Masculin, Vaslui, Anul 2006, Numar persoane, 40
Masculin, Vaslui, Anul 2007, Numar persoane, 29
Masculin, Vaslui, Anul 2008, Numar persoane, 30
Masculin, Vaslui, Anul 2009, Numar persoane, 42
Masculin, Vaslui, Anul 2010, Numar persoane, 51
Masculin, Vaslui, Anul 2011, Numar persoane, 91
Masculin, Vaslui, Anul 2012, Numar persoane, 101
Masculin, Vaslui, Anul 2013, Numar persoane, 114
Masculin, Vaslui, Anul 2014, Numar persoane, 111
Masculin, Vaslui, Anul 2015, Numar persoane, 141
Masculin, Vaslui, Anul 2016, Numar persoane, 233
Masculin, Vaslui, Anul 2017, Numar persoane, 239
Masculin, Vaslui, Anul 2018, Numar persoane, 352
Masculin, Vaslui, Anul 2019, Numar persoane, 421
Masculin, Vaslui, Anul 2020, Numar persoane, 428
Masculin, Vaslui, Anul 2021, Numar persoane, 751
Masculin, Vaslui, Anul 2022, Numar persoane, 1263
Masculin, Braila, Anul 1991, Numar persoane, 80
Masculin, Braila, Anul 1992, Numar persoane, 26
Masculin, Braila, Anul 1993, Numar persoane, 20
Masculin, Braila, Anul 1994, Numar persoane, 29
Masculin, Braila, Anul 1995, Numar persoane, 39
Masculin, Braila, Anul 1996, Numar persoane, 53
Masculin, Braila, Anul 1997, Numar persoane, 51
Masculin, Braila, Anul 1998, Numar persoane, 38
Masculin, Braila, Anul 1999, Numar persoane, 31
Masculin, Braila, Anul 2000, Numar persoane, 66
Masculin, Braila, Anul 2001, Numar persoane, 44
Masculin, Braila, Anul 2002, Numar persoane, 26
Masculin, Braila, Anul 2003, Numar persoane, 34
Masculin, Braila, Anul 2004, Numar persoane, 28
Masculin, Braila, Anul 2005, Numar persoane, 37
Masculin, Braila, Anul 2006, Numar persoane, 37
Masculin, Braila, Anul 2007, Numar persoane, 31
Masculin, Braila, Anul 2008, Numar persoane, 32
Masculin, Braila, Anul 2009, Numar persoane, 48
Masculin, Braila, Anul 2010, Numar persoane, 38
Masculin, Braila, Anul 2011, Numar persoane, 67
Masculin, Braila, Anul 2012, Numar persoane, 78
Masculin, Braila, Anul 2013, Numar persoane, 77
Masculin, Braila, Anul 2014, Numar persoane, 67
Masculin, Braila, Anul 2015, Numar persoane, 93
Masculin, Braila, Anul 2016, Numar persoane, 148
Masculin, Braila, Anul 2017, Numar persoane, 160
Masculin, Braila, Anul 2018, Numar persoane, 157
Masculin, Braila, Anul 2019, Numar persoane, 164
Masculin, Braila, Anul 2020, Numar persoane, 151
Masculin, Braila, Anul 2021, Numar persoane, 210
Masculin, Braila, Anul 2022, Numar persoane, 312
Masculin, Buzau, Anul 1991, Numar persoane, 214
Masculin, Buzau, Anul 1992, Numar persoane, 29
Masculin, Buzau, Anul 1993, Numar persoane, 24
Masculin, Buzau, Anul 1994, Numar persoane, 32
Masculin, Buzau, Anul 1995, Numar persoane, 32
Masculin, Buzau, Anul 1996, Numar persoane, 60
Masculin, Buzau, Anul 1997, Numar persoane, 49
Masculin, Buzau, Anul 1998, Numar persoane, 56
Masculin, Buzau, Anul 1999, Numar persoane, 32
Masculin, Buzau, Anul 2000, Numar persoane, 49
Masculin, Buzau, Anul 2001, Numar persoane, 47
Masculin, Buzau, Anul 2002, Numar persoane, 39
Masculin, Buzau, Anul 2003, Numar persoane, 30
Masculin, Buzau, Anul 2004, Numar persoane, 33
Masculin, Buzau, Anul 2005, Numar persoane, 38
Masculin, Buzau, Anul 2006, Numar persoane, 30
Masculin, Buzau, Anul 2007, Numar persoane, 35
Masculin, Buzau, Anul 2008, Numar persoane, 34
Masculin, Buzau, Anul 2009, Numar persoane, 30
Masculin, Buzau, Anul 2010, Numar persoane, 28
Masculin, Buzau, Anul 2011, Numar persoane, 63
Masculin, Buzau, Anul 2012, Numar persoane, 63
Masculin, Buzau, Anul 2013, Numar persoane, 114
Masculin, Buzau, Anul 2014, Numar persoane, 48
Masculin, Buzau, Anul 2015, Numar persoane, 73
Masculin, Buzau, Anul 2016, Numar persoane, 124
Masculin, Buzau, Anul 2017, Numar persoane, 133
Masculin, Buzau, Anul 2018, Numar persoane, 137
Masculin, Buzau, Anul 2019, Numar persoane, 142
Masculin, Buzau, Anul 2020, Numar persoane, 111
Masculin, Buzau, Anul 2021, Numar persoane, 182
Masculin, Buzau, Anul 2022, Numar persoane, 277
Masculin, Constanta, Anul 1991, Numar persoane, 286
Masculin, Constanta, Anul 1992, Numar persoane, 254
Masculin, Constanta, Anul 1993, Numar persoane, 158
Masculin, Constanta, Anul 1994, Numar persoane, 174
Masculin, Constanta, Anul 1995, Numar persoane, 204
Masculin, Constanta, Anul 1996, Numar persoane, 171
Masculin, Constanta, Anul 1997, Numar persoane, 223
Masculin, Constanta, Anul 1998, Numar persoane, 161
Masculin, Constanta, Anul 1999, Numar persoane, 172
Masculin, Constanta, Anul 2000, Numar persoane, 229
Masculin, Constanta, Anul 2001, Numar persoane, 134
Masculin, Constanta, Anul 2002, Numar persoane, 110
Masculin, Constanta, Anul 2003, Numar persoane, 77
Masculin, Constanta, Anul 2004, Numar persoane, 95
Masculin, Constanta, Anul 2005, Numar persoane, 111
Masculin, Constanta, Anul 2006, Numar persoane, 120
Masculin, Constanta, Anul 2007, Numar persoane, 79
Masculin, Constanta, Anul 2008, Numar persoane, 82
Masculin, Constanta, Anul 2009, Numar persoane, 120
Masculin, Constanta, Anul 2010, Numar persoane, 96
Masculin, Constanta, Anul 2011, Numar persoane, 185
Masculin, Constanta, Anul 2012, Numar persoane, 200
Masculin, Constanta, Anul 2013, Numar persoane, 248
Masculin, Constanta, Anul 2014, Numar persoane, 171
Masculin, Constanta, Anul 2015, Numar persoane, 222
Masculin, Constanta, Anul 2016, Numar persoane, 371
Masculin, Constanta, Anul 2017, Numar persoane, 371
Masculin, Constanta, Anul 2018, Numar persoane, 448
Masculin, Constanta, Anul 2019, Numar persoane, 418
Masculin, Constanta, Anul 2020, Numar persoane, 323
Masculin, Constanta, Anul 2021, Numar persoane, 584
Masculin, Constanta, Anul 2022, Numar persoane, 708
Masculin, Galati, Anul 1991, Numar persoane, 135
Masculin, Galati, Anul 1992, Numar persoane, 108
Masculin, Galati, Anul 1993, Numar persoane, 72
Masculin, Galati, Anul 1994, Numar persoane, 72
Masculin, Galati, Anul 1995, Numar persoane, 137
Masculin, Galati, Anul 1996, Numar persoane, 120
Masculin, Galati, Anul 1997, Numar persoane, 113
Masculin, Galati, Anul 1998, Numar persoane, 88
Masculin, Galati, Anul 1999, Numar persoane, 73
Masculin, Galati, Anul 2000, Numar persoane, 70
Masculin, Galati, Anul 2001, Numar persoane, 82
Masculin, Galati, Anul 2002, Numar persoane, 48
Masculin, Galati, Anul 2003, Numar persoane, 69
Masculin, Galati, Anul 2004, Numar persoane, 140
Masculin, Galati, Anul 2005, Numar persoane, 137
Masculin, Galati, Anul 2006, Numar persoane, 157
Masculin, Galati, Anul 2007, Numar persoane, 85
Masculin, Galati, Anul 2008, Numar persoane, 93
Masculin, Galati, Anul 2009, Numar persoane, 113
Masculin, Galati, Anul 2010, Numar persoane, 89
Masculin, Galati, Anul 2011, Numar persoane, 213
Masculin, Galati, Anul 2012, Numar persoane, 210
Masculin, Galati, Anul 2013, Numar persoane, 221
Masculin, Galati, Anul 2014, Numar persoane, 168
Masculin, Galati, Anul 2015, Numar persoane, 237
Masculin, Galati, Anul 2016, Numar persoane, 360
Masculin, Galati, Anul 2017, Numar persoane, 394
Masculin, Galati, Anul 2018, Numar persoane, 457
Masculin, Galati, Anul 2019, Numar persoane, 508
Masculin, Galati, Anul 2020, Numar persoane, 396
Masculin, Galati, Anul 2021, Numar persoane, 690
Masculin, Galati, Anul 2022, Numar persoane, 1123
Masculin, Tulcea, Anul 1991, Numar persoane, 71
Masculin, Tulcea, Anul 1992, Numar persoane, 39
Masculin, Tulcea, Anul 1993, Numar persoane, 28
Masculin, Tulcea, Anul 1994, Numar persoane, 29
Masculin, Tulcea, Anul 1995, Numar persoane, 34
Masculin, Tulcea, Anul 1996, Numar persoane, 33
Masculin, Tulcea, Anul 1997, Numar persoane, 36
Masculin, Tulcea, Anul 1998, Numar persoane, 32
Masculin, Tulcea, Anul 1999, Numar persoane, 39
Masculin, Tulcea, Anul 2000, Numar persoane, 36
Masculin, Tulcea, Anul 2001, Numar persoane, 33
Masculin, Tulcea, Anul 2002, Numar persoane, 21
Masculin, Tulcea, Anul 2003, Numar persoane, 27
Masculin, Tulcea, Anul 2004, Numar persoane, 23
Masculin, Tulcea, Anul 2005, Numar persoane, 16
Masculin, Tulcea, Anul 2006, Numar persoane, 24
Masculin, Tulcea, Anul 2007, Numar persoane, 17
Masculin, Tulcea, Anul 2008, Numar persoane, 20
Masculin, Tulcea, Anul 2009, Numar persoane, 22
Masculin, Tulcea, Anul 2010, Numar persoane, 24
Masculin, Tulcea, Anul 2011, Numar persoane, 41
Masculin, Tulcea, Anul 2012, Numar persoane, 67
Masculin, Tulcea, Anul 2013, Numar persoane, 85
Masculin, Tulcea, Anul 2014, Numar persoane, 72
Masculin, Tulcea, Anul 2015, Numar persoane, 59
Masculin, Tulcea, Anul 2016, Numar persoane, 133
Masculin, Tulcea, Anul 2017, Numar persoane, 124
Masculin, Tulcea, Anul 2018, Numar persoane, 146
Masculin, Tulcea, Anul 2019, Numar persoane, 145
Masculin, Tulcea, Anul 2020, Numar persoane, 101
Masculin, Tulcea, Anul 2021, Numar persoane, 176
Masculin, Tulcea, Anul 2022, Numar persoane, 207
Masculin, Vrancea, Anul 1991, Numar persoane, 39
Masculin, Vrancea, Anul 1992, Numar persoane, 26
Masculin, Vrancea, Anul 1993, Numar persoane, 23
Masculin, Vrancea, Anul 1994, Numar persoane, 22
Masculin, Vrancea, Anul 1995, Numar persoane, 53
Masculin, Vrancea, Anul 1996, Numar persoane, 76
Masculin, Vrancea, Anul 1997, Numar persoane, 112
Masculin, Vrancea, Anul 1998, Numar persoane, 73
Masculin, Vrancea, Anul 1999, Numar persoane, 60
Masculin, Vrancea, Anul 2000, Numar persoane, 104
Masculin, Vrancea, Anul 2001, Numar persoane, 84
Masculin, Vrancea, Anul 2002, Numar persoane, 52
Masculin, Vrancea, Anul 2003, Numar persoane, 110
Masculin, Vrancea, Anul 2004, Numar persoane, 82
Masculin, Vrancea, Anul 2005, Numar persoane, 138
Masculin, Vrancea, Anul 2006, Numar persoane, 162
Masculin, Vrancea, Anul 2007, Numar persoane, 49
Masculin, Vrancea, Anul 2008, Numar persoane, 38
Masculin, Vrancea, Anul 2009, Numar persoane, 50
Masculin, Vrancea, Anul 2010, Numar persoane, 40
Masculin, Vrancea, Anul 2011, Numar persoane, 89
Masculin, Vrancea, Anul 2012, Numar persoane, 63
Masculin, Vrancea, Anul 2013, Numar persoane, 86
Masculin, Vrancea, Anul 2014, Numar persoane, 64
Masculin, Vrancea, Anul 2015, Numar persoane, 95
Masculin, Vrancea, Anul 2016, Numar persoane, 138
Masculin, Vrancea, Anul 2017, Numar persoane, 132
Masculin, Vrancea, Anul 2018, Numar persoane, 185
Masculin, Vrancea, Anul 2019, Numar persoane, 167
Masculin, Vrancea, Anul 2020, Numar persoane, 120
Masculin, Vrancea, Anul 2021, Numar persoane, 219
Masculin, Vrancea, Anul 2022, Numar persoane, 324
Masculin, Arges, Anul 1991, Numar persoane, 173
Masculin, Arges, Anul 1992, Numar persoane, 49
Masculin, Arges, Anul 1993, Numar persoane, 45
Masculin, Arges, Anul 1994, Numar persoane, 58
Masculin, Arges, Anul 1995, Numar persoane, 132
Masculin, Arges, Anul 1996, Numar persoane, 111
Masculin, Arges, Anul 1997, Numar persoane, 115
Masculin, Arges, Anul 1998, Numar persoane, 109
Masculin, Arges, Anul 1999, Numar persoane, 86
Masculin, Arges, Anul 2000, Numar persoane, 82
Masculin, Arges, Anul 2001, Numar persoane, 76
Masculin, Arges, Anul 2002, Numar persoane, 51
Masculin, Arges, Anul 2003, Numar persoane, 26
Masculin, Arges, Anul 2004, Numar persoane, 32
Masculin, Arges, Anul 2005, Numar persoane, 32
Masculin, Arges, Anul 2006, Numar persoane, 45
Masculin, Arges, Anul 2007, Numar persoane, 28
Masculin, Arges, Anul 2008, Numar persoane, 32
Masculin, Arges, Anul 2009, Numar persoane, 41
Masculin, Arges, Anul 2010, Numar persoane, 55
Masculin, Arges, Anul 2011, Numar persoane, 79
Masculin, Arges, Anul 2012, Numar persoane, 96
Masculin, Arges, Anul 2013, Numar persoane, 87
Masculin, Arges, Anul 2014, Numar persoane, 79
Masculin, Arges, Anul 2015, Numar persoane, 104
Masculin, Arges, Anul 2016, Numar persoane, 149
Masculin, Arges, Anul 2017, Numar persoane, 134
Masculin, Arges, Anul 2018, Numar persoane, 156
Masculin, Arges, Anul 2019, Numar persoane, 182
Masculin, Arges, Anul 2020, Numar persoane, 149
Masculin, Arges, Anul 2021, Numar persoane, 205
Masculin, Arges, Anul 2022, Numar persoane, 313
Masculin, Calarasi, Anul 1991, Numar persoane, 140
Masculin, Calarasi, Anul 1992, Numar persoane, 16
Masculin, Calarasi, Anul 1993, Numar persoane, 11
Masculin, Calarasi, Anul 1994, Numar persoane, 19
Masculin, Calarasi, Anul 1995, Numar persoane, 30
Masculin, Calarasi, Anul 1996, Numar persoane, 42
Masculin, Calarasi, Anul 1997, Numar persoane, 37
Masculin, Calarasi, Anul 1998, Numar persoane, 27
Masculin, Calarasi, Anul 1999, Numar persoane, 20
Masculin, Calarasi, Anul 2000, Numar persoane, 37
Masculin, Calarasi, Anul 2001, Numar persoane, 29
Masculin, Calarasi, Anul 2002, Numar persoane, 8
Masculin, Calarasi, Anul 2003, Numar persoane, 21
Masculin, Calarasi, Anul 2004, Numar persoane, 8
Masculin, Calarasi, Anul 2005, Numar persoane, 8
Masculin, Calarasi, Anul 2006, Numar persoane, 10
Masculin, Calarasi, Anul 2007, Numar persoane, 13
Masculin, Calarasi, Anul 2008, Numar persoane, 11
Masculin, Calarasi, Anul 2009, Numar persoane, 14
Masculin, Calarasi, Anul 2010, Numar persoane, 12
Masculin, Calarasi, Anul 2011, Numar persoane, 38
Masculin, Calarasi, Anul 2012, Numar persoane, 36
Masculin, Calarasi, Anul 2013, Numar persoane, 68
Masculin, Calarasi, Anul 2014, Numar persoane, 50
Masculin, Calarasi, Anul 2015, Numar persoane, 83
Masculin, Calarasi, Anul 2016, Numar persoane, 74
Masculin, Calarasi, Anul 2017, Numar persoane, 92
Masculin, Calarasi, Anul 2018, Numar persoane, 94
Masculin, Calarasi, Anul 2019, Numar persoane, 117
Masculin, Calarasi, Anul 2020, Numar persoane, 97
Masculin, Calarasi, Anul 2021, Numar persoane, 121
Masculin, Calarasi, Anul 2022, Numar persoane, 182
Masculin, Dambovita, Anul 1991, Numar persoane, 218
Masculin, Dambovita, Anul 1992, Numar persoane, 49
Masculin, Dambovita, Anul 1993, Numar persoane, 16
Masculin, Dambovita, Anul 1994, Numar persoane, 30
Masculin, Dambovita, Anul 1995, Numar persoane, 55
Masculin, Dambovita, Anul 1996, Numar persoane, 56
Masculin, Dambovita, Anul 1997, Numar persoane, 63
Masculin, Dambovita, Anul 1998, Numar persoane, 35
Masculin, Dambovita, Anul 1999, Numar persoane, 32
Masculin, Dambovita, Anul 2000, Numar persoane, 79
Masculin, Dambovita, Anul 2001, Numar persoane, 39
Masculin, Dambovita, Anul 2002, Numar persoane, 14
Masculin, Dambovita, Anul 2003, Numar persoane, 41
Masculin, Dambovita, Anul 2004, Numar persoane, 46
Masculin, Dambovita, Anul 2005, Numar persoane, 29
Masculin, Dambovita, Anul 2006, Numar persoane, 39
Masculin, Dambovita, Anul 2007, Numar persoane, 35
Masculin, Dambovita, Anul 2008, Numar persoane, 27
Masculin, Dambovita, Anul 2009, Numar persoane, 42
Masculin, Dambovita, Anul 2010, Numar persoane, 37
Masculin, Dambovita, Anul 2011, Numar persoane, 54
Masculin, Dambovita, Anul 2012, Numar persoane, 88
Masculin, Dambovita, Anul 2013, Numar persoane, 123
Masculin, Dambovita, Anul 2014, Numar persoane, 98
Masculin, Dambovita, Anul 2015, Numar persoane, 101
Masculin, Dambovita, Anul 2016, Numar persoane, 157
Masculin, Dambovita, Anul 2017, Numar persoane, 185
Masculin, Dambovita, Anul 2018, Numar persoane, 213
Masculin, Dambovita, Anul 2019, Numar persoane, 228
Masculin, Dambovita, Anul 2020, Numar persoane, 184
Masculin, Dambovita, Anul 2021, Numar persoane, 269
Masculin, Dambovita, Anul 2022, Numar persoane, 359
Masculin, Giurgiu, Anul 1991, Numar persoane, 171
Masculin, Giurgiu, Anul 1992, Numar persoane, 13
Masculin, Giurgiu, Anul 1993, Numar persoane, 10
Masculin, Giurgiu, Anul 1994, Numar persoane, 5
Masculin, Giurgiu, Anul 1995, Numar persoane, 10
Masculin, Giurgiu, Anul 1996, Numar persoane, 13
Masculin, Giurgiu, Anul 1997, Numar persoane, 18
Masculin, Giurgiu, Anul 1998, Numar persoane, 13
Masculin, Giurgiu, Anul 1999, Numar persoane, 24
Masculin, Giurgiu, Anul 2000, Numar persoane, 28
Masculin, Giurgiu, Anul 2001, Numar persoane, 16
Masculin, Giurgiu, Anul 2002, Numar persoane, 4
Masculin, Giurgiu, Anul 2003, Numar persoane, 11
Masculin, Giurgiu, Anul 2004, Numar persoane, 9
Masculin, Giurgiu, Anul 2005, Numar persoane, 4
Masculin, Giurgiu, Anul 2006, Numar persoane, 10
Masculin, Giurgiu, Anul 2007, Numar persoane, 6
Masculin, Giurgiu, Anul 2008, Numar persoane, 2
Masculin, Giurgiu, Anul 2009, Numar persoane, 6
Masculin, Giurgiu, Anul 2010, Numar persoane, 9
Masculin, Giurgiu, Anul 2011, Numar persoane, 28
Masculin, Giurgiu, Anul 2012, Numar persoane, 35
Masculin, Giurgiu, Anul 2013, Numar persoane, 56
Masculin, Giurgiu, Anul 2014, Numar persoane, 41
Masculin, Giurgiu, Anul 2015, Numar persoane, 45
Masculin, Giurgiu, Anul 2016, Numar persoane, 68
Masculin, Giurgiu, Anul 2017, Numar persoane, 84
Masculin, Giurgiu, Anul 2018, Numar persoane, 96
Masculin, Giurgiu, Anul 2019, Numar persoane, 67
Masculin, Giurgiu, Anul 2020, Numar persoane, 64
Masculin, Giurgiu, Anul 2021, Numar persoane, 81
Masculin, Giurgiu, Anul 2022, Numar persoane, 154
Masculin, Ialomita, Anul 1991, Numar persoane, 58
Masculin, Ialomita, Anul 1992, Numar persoane, 21
Masculin, Ialomita, Anul 1993, Numar persoane, 15
Masculin, Ialomita, Anul 1994, Numar persoane, 8
Masculin, Ialomita, Anul 1995, Numar persoane, 22
Masculin, Ialomita, Anul 1996, Numar persoane, 30
Masculin, Ialomita, Anul 1997, Numar persoane, 26
Masculin, Ialomita, Anul 1998, Numar persoane, 24
Masculin, Ialomita, Anul 1999, Numar persoane, 28
Masculin, Ialomita, Anul 2000, Numar persoane, 45
Masculin, Ialomita, Anul 2001, Numar persoane, 24
Masculin, Ialomita, Anul 2002, Numar persoane, 12
Masculin, Ialomita, Anul 2003, Numar persoane, 25
Masculin, Ialomita, Anul 2004, Numar persoane, 21
Masculin, Ialomita, Anul 2005, Numar persoane, 11
Masculin, Ialomita, Anul 2006, Numar persoane, 12
Masculin, Ialomita, Anul 2007, Numar persoane, 8
Masculin, Ialomita, Anul 2008, Numar persoane, 3
Masculin, Ialomita, Anul 2009, Numar persoane, 13
Masculin, Ialomita, Anul 2010, Numar persoane, 14
Masculin, Ialomita, Anul 2011, Numar persoane, 30
Masculin, Ialomita, Anul 2012, Numar persoane, 40
Masculin, Ialomita, Anul 2013, Numar persoane, 60
Masculin, Ialomita, Anul 2014, Numar persoane, 34
Masculin, Ialomita, Anul 2015, Numar persoane, 55
Masculin, Ialomita, Anul 2016, Numar persoane, 115
Masculin, Ialomita, Anul 2017, Numar persoane, 93
Masculin, Ialomita, Anul 2018, Numar persoane, 113
Masculin, Ialomita, Anul 2019, Numar persoane, 88
Masculin, Ialomita, Anul 2020, Numar persoane, 63
Masculin, Ialomita, Anul 2021, Numar persoane, 119
Masculin, Ialomita, Anul 2022, Numar persoane, 154
Masculin, Prahova, Anul 1991, Numar persoane, 246
Masculin, Prahova, Anul 1992, Numar persoane, 148
Masculin, Prahova, Anul 1993, Numar persoane, 85
Masculin, Prahova, Anul 1994, Numar persoane, 100
Masculin, Prahova, Anul 1995, Numar persoane, 201
Masculin, Prahova, Anul 1996, Numar persoane, 219
Masculin, Prahova, Anul 1997, Numar persoane, 159
Masculin, Prahova, Anul 1998, Numar persoane, 122
Masculin, Prahova, Anul 1999, Numar persoane, 99
Masculin, Prahova, Anul 2000, Numar persoane, 183
Masculin, Prahova, Anul 2001, Numar persoane, 134
Masculin, Prahova, Anul 2002, Numar persoane, 73
Masculin, Prahova, Anul 2003, Numar persoane, 100
Masculin, Prahova, Anul 2004, Numar persoane, 78
Masculin, Prahova, Anul 2005, Numar persoane, 70
Masculin, Prahova, Anul 2006, Numar persoane, 99
Masculin, Prahova, Anul 2007, Numar persoane, 66
Masculin, Prahova, Anul 2008, Numar persoane, 78
Masculin, Prahova, Anul 2009, Numar persoane, 82
Masculin, Prahova, Anul 2010, Numar persoane, 64
Masculin, Prahova, Anul 2011, Numar persoane, 135
Masculin, Prahova, Anul 2012, Numar persoane, 171
Masculin, Prahova, Anul 2013, Numar persoane, 177
Masculin, Prahova, Anul 2014, Numar persoane, 109
Masculin, Prahova, Anul 2015, Numar persoane, 188
Masculin, Prahova, Anul 2016, Numar persoane, 286
Masculin, Prahova, Anul 2017, Numar persoane, 282
Masculin, Prahova, Anul 2018, Numar persoane, 325
Masculin, Prahova, Anul 2019, Numar persoane, 293
Masculin, Prahova, Anul 2020, Numar persoane, 229
Masculin, Prahova, Anul 2021, Numar persoane, 383
Masculin, Prahova, Anul 2022, Numar persoane, 539
Masculin, Teleorman, Anul 1991, Numar persoane, 78
Masculin, Teleorman, Anul 1992, Numar persoane, 24
Masculin, Teleorman, Anul 1993, Numar persoane, 15
Masculin, Teleorman, Anul 1994, Numar persoane, 14
Masculin, Teleorman, Anul 1995, Numar persoane, 12
Masculin, Teleorman, Anul 1996, Numar persoane, 25
Masculin, Teleorman, Anul 1997, Numar persoane, 28
Masculin, Teleorman, Anul 1998, Numar persoane, 16
Masculin, Teleorman, Anul 1999, Numar persoane, 30
Masculin, Teleorman, Anul 2000, Numar persoane, 50
Masculin, Teleorman, Anul 2001, Numar persoane, 33
Masculin, Teleorman, Anul 2002, Numar persoane, 7
Masculin, Teleorman, Anul 2003, Numar persoane, 10
Masculin, Teleorman, Anul 2004, Numar persoane, 12
Masculin, Teleorman, Anul 2005, Numar persoane, 14
Masculin, Teleorman, Anul 2006, Numar persoane, 24
Masculin, Teleorman, Anul 2007, Numar persoane, 11
Masculin, Teleorman, Anul 2008, Numar persoane, 20
Masculin, Teleorman, Anul 2009, Numar persoane, 14
Masculin, Teleorman, Anul 2010, Numar persoane, 22
Masculin, Teleorman, Anul 2011, Numar persoane, 77
Masculin, Teleorman, Anul 2012, Numar persoane, 139
Masculin, Teleorman, Anul 2013, Numar persoane, 168
Masculin, Teleorman, Anul 2014, Numar persoane, 110
Masculin, Teleorman, Anul 2015, Numar persoane, 122
Masculin, Teleorman, Anul 2016, Numar persoane, 200
Masculin, Teleorman, Anul 2017, Numar persoane, 175
Masculin, Teleorman, Anul 2018, Numar persoane, 224
Masculin, Teleorman, Anul 2019, Numar persoane, 193
Masculin, Teleorman, Anul 2020, Numar persoane, 162
Masculin, Teleorman, Anul 2021, Numar persoane, 198
Masculin, Teleorman, Anul 2022, Numar persoane, 255
Masculin, Ilfov, Anul 1991, Numar persoane, 43
Masculin, Ilfov, Anul 1992, Numar persoane, 60
Masculin, Ilfov, Anul 1993, Numar persoane, 22
Masculin, Ilfov, Anul 1994, Numar persoane, 38
Masculin, Ilfov, Anul 1995, Numar persoane, 56
Masculin, Ilfov, Anul 1996, Numar persoane, 47
Masculin, Ilfov, Anul 1997, Numar persoane, 31
Masculin, Ilfov, Anul 1998, Numar persoane, 23
Masculin, Ilfov, Anul 1999, Numar persoane, 20
Masculin, Ilfov, Anul 2000, Numar persoane, 31
Masculin, Ilfov, Anul 2001, Numar persoane, 22
Masculin, Ilfov, Anul 2002, Numar persoane, 5
Masculin, Ilfov, Anul 2003, Numar persoane, 8
Masculin, Ilfov, Anul 2004, Numar persoane, 14
Masculin, Ilfov, Anul 2005, Numar persoane, 6
Masculin, Ilfov, Anul 2006, Numar persoane, 15
Masculin, Ilfov, Anul 2007, Numar persoane, 3
Masculin, Ilfov, Anul 2008, Numar persoane, 10
Masculin, Ilfov, Anul 2009, Numar persoane, 19
Masculin, Ilfov, Anul 2010, Numar persoane, 6
Masculin, Ilfov, Anul 2011, Numar persoane, 31
